[2017-04-18 21:09:13,067] Making new env: FrozenLake-v0
accuracy, i_max_iter, i_k
0.719, 10000, 1000000
0.745, 10000, 1000000
0.737, 10000, 1000000
0.734, 10000, 1000000
0.735, 10000, 1000000
0.703, 10000, 1000000
0.721, 10000, 1000000
0.756, 10000, 1000000
0.716, 10000, 1000000
0.738, 10000, 10000000
0.733, 10000, 10000000
0.746, 10000, 10000000
0.761, 10000, 10000000
0.743, 10000, 10000000
0.733, 10000, 10000000
0.746, 10000, 10000000
0.747, 10000, 10000000
0.735, 10000, 10000000
0.727, 10000, 10000000
0.456, 10000, 10
0.434, 10000, 10
0.452, 10000, 10
0.442, 10000, 10
0.439, 10000, 10
0.428, 10000, 10
0.449, 10000, 10
0.433, 10000, 10
0.461, 10000, 10
0.431, 10000, 10
0.725, 10000, 100
0.756, 10000, 100
0.722, 10000, 100
0.733, 10000, 100
0.749, 10000, 100
0.764, 10000, 100
0.751, 10000, 100
0.732, 10000, 100
0.745, 10000, 100
0.757, 10000, 100
0.74, 10000, 1000
0.755, 10000, 1000
0.757, 10000, 1000
0.75, 10000, 1000
0.745, 10000, 1000
0.741, 10000, 1000
0.749, 10000, 1000
0.762, 10000, 1000
0.715, 10000, 1000
0.753, 10000, 1000
0.749, 10000, 10000
0.718, 10000, 10000
0.757, 10000, 10000
0.724, 10000, 10000
0.75, 10000, 10000
0.749, 10000, 10000
0.759, 10000, 10000
0.757, 10000, 10000
0.746, 10000, 10000
0.753, 10000, 10000
0.721, 10000, 100000
0.727, 10000, 100000
0.743, 10000, 100000
0.745, 10000, 100000
0.744, 10000, 100000
0.749, 10000, 100000
0.717, 10000, 100000
0.731, 10000, 100000
0.752, 10000, 100000
0.751, 10000, 100000
0.74, 10000, 1000000
0.747, 10000, 1000000
0.758, 10000, 1000000
0.735, 10000, 1000000
0.761, 10000, 1000000
0.733, 10000, 1000000
0.738, 10000, 1000000
0.729, 10000, 1000000
0.744, 10000, 1000000
0.751, 10000, 1000000
0.724, 10000, 10000000
0.735, 10000, 10000000
0.762, 10000, 10000000
0.749, 10000, 10000000
0.725, 10000, 10000000
0.743, 10000, 10000000
0.735, 10000, 10000000
0.743, 10000, 10000000
0.742, 10000, 10000000
0.731, 10000, 10000000
0.428, 10000, 10
0.441, 10000, 10
0.459, 10000, 10
0.456, 10000, 10
0.442, 10000, 10
0.45, 10000, 10
0.475, 10000, 10
0.454, 10000, 10
0.441, 10000, 10
0.439, 10000, 10
0.755, 10000, 100
0.727, 10000, 100
0.731, 10000, 100
0.738, 10000, 100
0.75, 10000, 100
0.722, 10000, 100
0.759, 10000, 100
0.74, 10000, 100
0.75, 10000, 100
0.739, 10000, 100
0.737, 10000, 1000
0.749, 10000, 1000
0.751, 10000, 1000
0.726, 10000, 1000
0.729, 10000, 1000
0.727, 10000, 1000
0.755, 10000, 1000
0.75, 10000, 1000
0.753, 10000, 1000
0.713, 10000, 1000
0.713, 10000, 10000
0.723, 10000, 10000
0.731, 10000, 10000
0.754, 10000, 10000
0.76, 10000, 10000
0.743, 10000, 10000
0.728, 10000, 10000
0.763, 10000, 10000
0.736, 10000, 10000
0.771, 10000, 10000
0.72, 10000, 100000
0.704, 10000, 100000
0.759, 10000, 100000
0.74, 10000, 100000
0.742, 10000, 100000
0.72, 10000, 100000
0.733, 10000, 100000
0.762, 10000, 100000
0.746, 10000, 100000
0.759, 10000, 100000
0.74, 10000, 1000000
0.746, 10000, 1000000
0.724, 10000, 1000000
0.739, 10000, 1000000
0.747, 10000, 1000000
0.74, 10000, 1000000
0.73, 10000, 1000000
0.772, 10000, 1000000
0.747, 10000, 1000000
0.746, 10000, 1000000
0.727, 10000, 10000000
0.743, 10000, 10000000
0.731, 10000, 10000000
0.74, 10000, 10000000
0.743, 10000, 10000000
0.776, 10000, 10000000
0.729, 10000, 10000000
0.729, 10000, 10000000
0.742, 10000, 10000000
0.752, 10000, 10000000
0.454, 10000, 10
0.425, 10000, 10
0.434, 10000, 10
0.419, 10000, 10
0.426, 10000, 10
0.466, 10000, 10
0.455, 10000, 10
0.468, 10000, 10
0.427, 10000, 10
0.446, 10000, 10
0.741, 10000, 100
0.747, 10000, 100
0.752, 10000, 100
0.752, 10000, 100
0.743, 10000, 100
0.723, 10000, 100
0.731, 10000, 100
0.761, 10000, 100
0.725, 10000, 100
0.765, 10000, 100
0.738, 10000, 1000
0.737, 10000, 1000
0.747, 10000, 1000
0.744, 10000, 1000
0.765, 10000, 1000
0.757, 10000, 1000
0.75, 10000, 1000
0.738, 10000, 1000
0.758, 10000, 1000
0.732, 10000, 1000
0.739, 10000, 10000
0.757, 10000, 10000
0.74, 10000, 10000
0.693, 10000, 10000
0.739, 10000, 10000
0.715, 10000, 10000
0.742, 10000, 10000
0.736, 10000, 10000
0.746, 10000, 10000
0.731, 10000, 10000
0.724, 10000, 100000
0.752, 10000, 100000
0.723, 10000, 100000
0.762, 10000, 100000
0.716, 10000, 100000
0.747, 10000, 100000
0.781, 10000, 100000
0.735, 10000, 100000
0.732, 10000, 100000
0.75, 10000, 100000
0.746, 10000, 1000000
0.74, 10000, 1000000
0.744, 10000, 1000000
0.749, 10000, 1000000
0.746, 10000, 1000000
0.722, 10000, 1000000
0.714, 10000, 1000000
0.737, 10000, 1000000
0.726, 10000, 1000000
0.741, 10000, 1000000
0.763, 10000, 10000000
0.73, 10000, 10000000
0.741, 10000, 10000000
0.738, 10000, 10000000
0.737, 10000, 10000000
0.733, 10000, 10000000
0.74, 10000, 10000000
0.772, 10000, 10000000
0.734, 10000, 10000000
0.75, 10000, 10000000
0.447, 10000, 10
0.474, 10000, 10
0.465, 10000, 10
0.448, 10000, 10
0.435, 10000, 10
0.444, 10000, 10
0.443, 10000, 10
0.435, 10000, 10
0.438, 10000, 10
0.442, 10000, 10
0.736, 10000, 100
0.749, 10000, 100
0.749, 10000, 100
0.729, 10000, 100
0.748, 10000, 100
0.767, 10000, 100
0.729, 10000, 100
0.739, 10000, 100
0.76, 10000, 100
0.716, 10000, 100
0.748, 10000, 1000
0.74, 10000, 1000
0.746, 10000, 1000
0.748, 10000, 1000
0.718, 10000, 1000
0.764, 10000, 1000
0.735, 10000, 1000
0.759, 10000, 1000
0.749, 10000, 1000
0.726, 10000, 1000
0.75, 10000, 10000
0.743, 10000, 10000
0.739, 10000, 10000
0.739, 10000, 10000
0.726, 10000, 10000
0.762, 10000, 10000
0.751, 10000, 10000
0.761, 10000, 10000
0.747, 10000, 10000
0.738, 10000, 10000
0.729, 10000, 100000
0.745, 10000, 100000
0.731, 10000, 100000
0.755, 10000, 100000
0.729, 10000, 100000
0.747, 10000, 100000
0.733, 10000, 100000
0.735, 10000, 100000
0.745, 10000, 100000
0.736, 10000, 100000
0.748, 10000, 1000000
0.753, 10000, 1000000
0.71, 10000, 1000000
0.738, 10000, 1000000
0.742, 10000, 1000000
0.742, 10000, 1000000
0.736, 10000, 1000000
0.745, 10000, 1000000
0.713, 10000, 1000000
0.728, 10000, 1000000
0.711, 10000, 10000000
0.746, 10000, 10000000
0.772, 10000, 10000000
0.748, 10000, 10000000
0.755, 10000, 10000000
0.742, 10000, 10000000
0.761, 10000, 10000000
0.723, 10000, 10000000
0.745, 10000, 10000000
0.735, 10000, 10000000
0.462, 10000, 10
0.454, 10000, 10
0.419, 10000, 10
0.432, 10000, 10
0.472, 10000, 10
0.464, 10000, 10
0.449, 10000, 10
0.447, 10000, 10
0.466, 10000, 10
0.45, 10000, 10
0.732, 10000, 100
0.736, 10000, 100
0.743, 10000, 100
0.726, 10000, 100
0.736, 10000, 100
0.713, 10000, 100
0.721, 10000, 100
0.724, 10000, 100
0.741, 10000, 100
0.729, 10000, 100
0.732, 10000, 1000
0.726, 10000, 1000
0.753, 10000, 1000
0.745, 10000, 1000
0.736, 10000, 1000
0.743, 10000, 1000
0.745, 10000, 1000
0.735, 10000, 1000
0.743, 10000, 1000
0.729, 10000, 1000
0.768, 10000, 10000
0.744, 10000, 10000
0.738, 10000, 10000
0.727, 10000, 10000
0.743, 10000, 10000
0.753, 10000, 10000
0.737, 10000, 10000
0.74, 10000, 10000
0.732, 10000, 10000
0.735, 10000, 10000
0.736, 10000, 100000
0.725, 10000, 100000
0.727, 10000, 100000
0.742, 10000, 100000
0.745, 10000, 100000
0.749, 10000, 100000
0.756, 10000, 100000
0.782, 10000, 100000
0.736, 10000, 100000
0.73, 10000, 100000
0.735, 10000, 1000000
0.726, 10000, 1000000
0.747, 10000, 1000000
0.738, 10000, 1000000
0.734, 10000, 1000000
0.724, 10000, 1000000
0.735, 10000, 1000000
0.733, 10000, 1000000
0.74, 10000, 1000000
0.748, 10000, 1000000
0.736, 10000, 10000000
0.747, 10000, 10000000
0.756, 10000, 10000000
0.753, 10000, 10000000
0.747, 10000, 10000000
0.74, 10000, 10000000
0.714, 10000, 10000000
0.744, 10000, 10000000
0.734, 10000, 10000000
0.741, 10000, 10000000
0.444, 100000, 10
0.454, 100000, 10
0.434, 100000, 10
0.445, 100000, 10
0.45, 100000, 10
0.438, 100000, 10
0.442, 100000, 10
0.442, 100000, 10
0.437, 100000, 10
0.439, 100000, 10
0.692, 100000, 100
0.706, 100000, 100
0.737, 100000, 100
0.734, 100000, 100
0.749, 100000, 100
0.748, 100000, 100
0.739, 100000, 100
0.757, 100000, 100
0.753, 100000, 100
0.735, 100000, 100
0.73, 100000, 1000
0.74, 100000, 1000
0.761, 100000, 1000
0.73, 100000, 1000
0.72, 100000, 1000
0.725, 100000, 1000
0.756, 100000, 1000
0.749, 100000, 1000
0.761, 100000, 1000
0.732, 100000, 1000
0.727, 100000, 10000
0.728, 100000, 10000
0.722, 100000, 10000
0.745, 100000, 10000
0.753, 100000, 10000
0.725, 100000, 10000
0.763, 100000, 10000
0.722, 100000, 10000
0.773, 100000, 10000
0.753, 100000, 10000
0.747, 100000, 100000
0.75, 100000, 100000
0.745, 100000, 100000
0.738, 100000, 100000
0.721, 100000, 100000
0.743, 100000, 100000
0.74, 100000, 100000
0.742, 100000, 100000
0.73, 100000, 100000
0.741, 100000, 100000
0.746, 100000, 1000000
0.704, 100000, 1000000
0.741, 100000, 1000000
0.755, 100000, 1000000
0.72, 100000, 1000000
0.723, 100000, 1000000
0.742, 100000, 1000000
0.775, 100000, 1000000
0.736, 100000, 1000000
0.738, 100000, 1000000
0.743, 100000, 10000000
0.742, 100000, 10000000
0.755, 100000, 10000000
0.721, 100000, 10000000
0.745, 100000, 10000000
0.735, 100000, 10000000
0.745, 100000, 10000000
0.748, 100000, 10000000
0.744, 100000, 10000000
0.746, 100000, 10000000
0.449, 100000, 10
0.428, 100000, 10
0.432, 100000, 10
0.455, 100000, 10
0.461, 100000, 10
0.44, 100000, 10
0.471, 100000, 10
0.46, 100000, 10
0.447, 100000, 10
0.458, 100000, 10
0.755, 100000, 100
0.735, 100000, 100
0.72, 100000, 100
0.731, 100000, 100
0.729, 100000, 100
0.746, 100000, 100
0.743, 100000, 100
0.752, 100000, 100
0.739, 100000, 100
0.733, 100000, 100
0.712, 100000, 1000
0.739, 100000, 1000
0.726, 100000, 1000
0.734, 100000, 1000
0.712, 100000, 1000
0.736, 100000, 1000
0.733, 100000, 1000
0.74, 100000, 1000
0.747, 100000, 1000
0.735, 100000, 1000
0.733, 100000, 10000
0.743, 100000, 10000
0.728, 100000, 10000
0.739, 100000, 10000
0.749, 100000, 10000
0.747, 100000, 10000
0.749, 100000, 10000
0.759, 100000, 10000
0.723, 100000, 10000
0.718, 100000, 10000
0.707, 100000, 100000
0.76, 100000, 100000
0.717, 100000, 100000
0.748, 100000, 100000
0.753, 100000, 100000
0.753, 100000, 100000
0.749, 100000, 100000
0.756, 100000, 100000
0.738, 100000, 100000
0.733, 100000, 100000
0.756, 100000, 1000000
0.724, 100000, 1000000
0.746, 100000, 1000000
0.757, 100000, 1000000
0.76, 100000, 1000000
0.747, 100000, 1000000
0.739, 100000, 1000000
0.76, 100000, 1000000
0.753, 100000, 1000000
0.751, 100000, 1000000
0.743, 100000, 10000000
0.728, 100000, 10000000
0.736, 100000, 10000000
0.774, 100000, 10000000
0.718, 100000, 10000000
0.759, 100000, 10000000
0.756, 100000, 10000000
0.757, 100000, 10000000
0.749, 100000, 10000000
0.742, 100000, 10000000
0.453, 100000, 10
0.473, 100000, 10
0.456, 100000, 10
0.44, 100000, 10
0.444, 100000, 10
0.43, 100000, 10
0.417, 100000, 10
0.436, 100000, 10
0.473, 100000, 10
0.393, 100000, 10
0.724, 100000, 100
0.765, 100000, 100
0.726, 100000, 100
0.742, 100000, 100
0.737, 100000, 100
0.726, 100000, 100
0.747, 100000, 100
0.745, 100000, 100
0.734, 100000, 100
0.734, 100000, 100
0.753, 100000, 1000
0.732, 100000, 1000
0.757, 100000, 1000
0.756, 100000, 1000
0.758, 100000, 1000
0.738, 100000, 1000
0.727, 100000, 1000
0.736, 100000, 1000
0.755, 100000, 1000
0.736, 100000, 1000
0.751, 100000, 10000
0.754, 100000, 10000
0.741, 100000, 10000
0.767, 100000, 10000
0.738, 100000, 10000
0.742, 100000, 10000
0.751, 100000, 10000
0.741, 100000, 10000
0.756, 100000, 10000
0.736, 100000, 10000
0.721, 100000, 100000
0.75, 100000, 100000
0.757, 100000, 100000
0.719, 100000, 100000
0.739, 100000, 100000
0.743, 100000, 100000
0.744, 100000, 100000
0.747, 100000, 100000
0.733, 100000, 100000
0.728, 100000, 100000
0.71, 100000, 1000000
0.724, 100000, 1000000
0.729, 100000, 1000000
0.735, 100000, 1000000
0.712, 100000, 1000000
0.766, 100000, 1000000
0.748, 100000, 1000000
0.748, 100000, 1000000
0.747, 100000, 1000000
0.74, 100000, 1000000
0.744, 100000, 10000000
0.733, 100000, 10000000
0.733, 100000, 10000000
0.753, 100000, 10000000
0.764, 100000, 10000000
0.731, 100000, 10000000
0.716, 100000, 10000000
0.718, 100000, 10000000
0.739, 100000, 10000000
0.746, 100000, 10000000
0.469, 100000, 10
0.457, 100000, 10
0.437, 100000, 10
0.468, 100000, 10
0.446, 100000, 10
0.456, 100000, 10
0.456, 100000, 10
0.462, 100000, 10
0.441, 100000, 10
0.433, 100000, 10
0.753, 100000, 100
0.739, 100000, 100
0.711, 100000, 100
0.742, 100000, 100
0.721, 100000, 100
0.719, 100000, 100
0.742, 100000, 100
0.759, 100000, 100
0.73, 100000, 100
0.732, 100000, 100
0.745, 100000, 1000
0.715, 100000, 1000
0.714, 100000, 1000
0.721, 100000, 1000
0.742, 100000, 1000
0.755, 100000, 1000
0.75, 100000, 1000
0.738, 100000, 1000
0.733, 100000, 1000
0.724, 100000, 1000
0.739, 100000, 10000
0.739, 100000, 10000
0.746, 100000, 10000
0.745, 100000, 10000
0.764, 100000, 10000
0.752, 100000, 10000
0.739, 100000, 10000
0.757, 100000, 10000
0.745, 100000, 10000
0.732, 100000, 10000
0.733, 100000, 100000
0.719, 100000, 100000
0.737, 100000, 100000
0.756, 100000, 100000
0.742, 100000, 100000
0.715, 100000, 100000
0.752, 100000, 100000
0.718, 100000, 100000
0.741, 100000, 100000
0.746, 100000, 100000
0.739, 100000, 1000000
0.722, 100000, 1000000
0.717, 100000, 1000000
0.778, 100000, 1000000
0.739, 100000, 1000000
0.742, 100000, 1000000
0.753, 100000, 1000000
0.739, 100000, 1000000
0.746, 100000, 1000000
0.745, 100000, 1000000
0.76, 100000, 10000000
0.724, 100000, 10000000
0.724, 100000, 10000000
0.752, 100000, 10000000
0.737, 100000, 10000000
0.712, 100000, 10000000
0.755, 100000, 10000000
0.726, 100000, 10000000
0.752, 100000, 10000000
0.716, 100000, 10000000
0.471, 100000, 10
0.435, 100000, 10
0.446, 100000, 10
0.464, 100000, 10
0.427, 100000, 10
0.436, 100000, 10
0.438, 100000, 10
0.435, 100000, 10
0.415, 100000, 10
0.427, 100000, 10
0.745, 100000, 100
0.753, 100000, 100
0.745, 100000, 100
0.765, 100000, 100
0.743, 100000, 100
0.773, 100000, 100
0.75, 100000, 100
0.71, 100000, 100
0.749, 100000, 100
0.723, 100000, 100
0.749, 100000, 1000
0.729, 100000, 1000
0.748, 100000, 1000
0.734, 100000, 1000
0.727, 100000, 1000
0.733, 100000, 1000
0.742, 100000, 1000
0.755, 100000, 1000
0.722, 100000, 1000
0.74, 100000, 1000
0.746, 100000, 10000
0.745, 100000, 10000
0.73, 100000, 10000
0.757, 100000, 10000
0.727, 100000, 10000
0.73, 100000, 10000
0.762, 100000, 10000
0.769, 100000, 10000
0.758, 100000, 10000
0.711, 100000, 10000
0.732, 100000, 100000
0.72, 100000, 100000
0.751, 100000, 100000
0.711, 100000, 100000
0.738, 100000, 100000
0.754, 100000, 100000
0.765, 100000, 100000
0.76, 100000, 100000
0.716, 100000, 100000
0.744, 100000, 100000
0.745, 100000, 1000000
0.73, 100000, 1000000
0.735, 100000, 1000000
0.735, 100000, 1000000
0.769, 100000, 1000000
0.766, 100000, 1000000
0.746, 100000, 1000000
0.731, 100000, 1000000
0.762, 100000, 1000000
0.746, 100000, 1000000
0.734, 100000, 10000000
0.748, 100000, 10000000
0.761, 100000, 10000000
0.737, 100000, 10000000
0.737, 100000, 10000000
0.719, 100000, 10000000
0.738, 100000, 10000000
0.709, 100000, 10000000
0.733, 100000, 10000000
0.747, 100000, 10000000
0.46, 100000, 10
0.484, 100000, 10
0.476, 100000, 10
0.458, 100000, 10
0.46, 100000, 10
0.472, 100000, 10
0.449, 100000, 10
0.425, 100000, 10
0.454, 100000, 10
0.46, 100000, 10
0.747, 100000, 100
0.752, 100000, 100
0.725, 100000, 100
0.724, 100000, 100
0.756, 100000, 100
0.722, 100000, 100
0.753, 100000, 100
0.735, 100000, 100
0.747, 100000, 100
0.763, 100000, 100
0.752, 100000, 1000
0.74, 100000, 1000
0.76, 100000, 1000
0.726, 100000, 1000
0.725, 100000, 1000
0.747, 100000, 1000
0.708, 100000, 1000
0.757, 100000, 1000
0.739, 100000, 1000
0.739, 100000, 1000
0.713, 100000, 10000
0.759, 100000, 10000
0.741, 100000, 10000
0.742, 100000, 10000
0.732, 100000, 10000
0.733, 100000, 10000
0.744, 100000, 10000
0.766, 100000, 10000
0.75, 100000, 10000
0.718, 100000, 10000
0.73, 100000, 100000
0.762, 100000, 100000
0.739, 100000, 100000
0.736, 100000, 100000
0.735, 100000, 100000
0.76, 100000, 100000
0.733, 100000, 100000
0.745, 100000, 100000
0.716, 100000, 100000
0.754, 100000, 100000
0.729, 100000, 1000000
0.76, 100000, 1000000
0.733, 100000, 1000000
0.723, 100000, 1000000
0.704, 100000, 1000000
0.762, 100000, 1000000
0.74, 100000, 1000000
0.75, 100000, 1000000
0.744, 100000, 1000000
0.743, 100000, 1000000
0.737, 100000, 10000000
0.743, 100000, 10000000
0.743, 100000, 10000000
0.728, 100000, 10000000
0.749, 100000, 10000000
0.731, 100000, 10000000
0.741, 100000, 10000000
0.753, 100000, 10000000
0.718, 100000, 10000000
0.73, 100000, 10000000
0.439, 100000, 10
0.441, 100000, 10
0.458, 100000, 10
0.446, 100000, 10
0.438, 100000, 10
0.417, 100000, 10
0.443, 100000, 10
0.439, 100000, 10
0.473, 100000, 10
0.428, 100000, 10
0.768, 100000, 100
0.732, 100000, 100
0.733, 100000, 100
0.729, 100000, 100
0.744, 100000, 100
0.734, 100000, 100
0.748, 100000, 100
0.75, 100000, 100
0.749, 100000, 100
0.762, 100000, 100
0.744, 100000, 1000
0.719, 100000, 1000
0.713, 100000, 1000
0.744, 100000, 1000
0.724, 100000, 1000
0.756, 100000, 1000
0.769, 100000, 1000
0.742, 100000, 1000
0.746, 100000, 1000
0.717, 100000, 1000
0.739, 100000, 10000
0.738, 100000, 10000
0.751, 100000, 10000
0.726, 100000, 10000
0.736, 100000, 10000
0.705, 100000, 10000
0.734, 100000, 10000
0.742, 100000, 10000
0.753, 100000, 10000
0.74, 100000, 10000
0.727, 100000, 100000
0.751, 100000, 100000
0.754, 100000, 100000
0.764, 100000, 100000
0.746, 100000, 100000
0.731, 100000, 100000
0.733, 100000, 100000
0.748, 100000, 100000
0.74, 100000, 100000
0.752, 100000, 100000
0.742, 100000, 1000000
0.741, 100000, 1000000
0.72, 100000, 1000000
0.737, 100000, 1000000
0.72, 100000, 1000000
0.745, 100000, 1000000
0.737, 100000, 1000000
0.742, 100000, 1000000
0.705, 100000, 1000000
0.762, 100000, 1000000
0.762, 100000, 10000000
0.747, 100000, 10000000
0.726, 100000, 10000000
0.707, 100000, 10000000
0.769, 100000, 10000000
0.728, 100000, 10000000
0.753, 100000, 10000000
0.738, 100000, 10000000
0.757, 100000, 10000000
0.737, 100000, 10000000
0.434, 100000, 10
0.431, 100000, 10
0.42, 100000, 10
0.458, 100000, 10
0.45, 100000, 10
0.427, 100000, 10
0.426, 100000, 10
0.446, 100000, 10
0.451, 100000, 10
0.438, 100000, 10
0.756, 100000, 100
0.732, 100000, 100
0.746, 100000, 100
0.748, 100000, 100
0.727, 100000, 100
0.749, 100000, 100
0.736, 100000, 100
0.751, 100000, 100
0.734, 100000, 100
0.726, 100000, 100
0.74, 100000, 1000
0.715, 100000, 1000
0.747, 100000, 1000
0.776, 100000, 1000
0.735, 100000, 1000
0.739, 100000, 1000
0.707, 100000, 1000
0.737, 100000, 1000
0.74, 100000, 1000
0.769, 100000, 1000
0.756, 100000, 10000
0.748, 100000, 10000
0.729, 100000, 10000
0.732, 100000, 10000
0.745, 100000, 10000
0.746, 100000, 10000
0.735, 100000, 10000
0.718, 100000, 10000
0.753, 100000, 10000
0.74, 100000, 10000
0.727, 100000, 100000
0.743, 100000, 100000
0.736, 100000, 100000
0.742, 100000, 100000
0.746, 100000, 100000
0.757, 100000, 100000
0.767, 100000, 100000
0.726, 100000, 100000
0.739, 100000, 100000
0.738, 100000, 100000
0.733, 100000, 1000000
0.731, 100000, 1000000
0.734, 100000, 1000000
0.732, 100000, 1000000
0.744, 100000, 1000000
0.751, 100000, 1000000
0.764, 100000, 1000000
0.732, 100000, 1000000
0.751, 100000, 1000000
0.731, 100000, 1000000
0.735, 100000, 10000000
0.741, 100000, 10000000
0.735, 100000, 10000000
0.752, 100000, 10000000
0.752, 100000, 10000000
0.737, 100000, 10000000
0.747, 100000, 10000000
0.732, 100000, 10000000
0.733, 100000, 10000000
0.719, 100000, 10000000
0.458, 100000, 10
0.441, 100000, 10
0.479, 100000, 10
0.459, 100000, 10
0.448, 100000, 10
0.435, 100000, 10
0.45, 100000, 10
0.415, 100000, 10
0.459, 100000, 10
0.451, 100000, 10
0.728, 100000, 100
0.735, 100000, 100
0.735, 100000, 100
0.741, 100000, 100
0.721, 100000, 100
0.737, 100000, 100
0.755, 100000, 100
0.752, 100000, 100
0.745, 100000, 100
0.771, 100000, 100
0.759, 100000, 1000
0.739, 100000, 1000
0.741, 100000, 1000
0.744, 100000, 1000
0.735, 100000, 1000
0.751, 100000, 1000
0.746, 100000, 1000
0.734, 100000, 1000
0.742, 100000, 1000
0.755, 100000, 1000
0.75, 100000, 10000
0.728, 100000, 10000
0.742, 100000, 10000
0.762, 100000, 10000
0.746, 100000, 10000
0.733, 100000, 10000
0.762, 100000, 10000
0.759, 100000, 10000
0.722, 100000, 10000
0.761, 100000, 10000
0.735, 100000, 100000
0.723, 100000, 100000
0.727, 100000, 100000
0.737, 100000, 100000
0.742, 100000, 100000
0.736, 100000, 100000
0.75, 100000, 100000
0.743, 100000, 100000
0.748, 100000, 100000
0.738, 100000, 100000
0.72, 100000, 1000000
0.75, 100000, 1000000
0.756, 100000, 1000000
0.715, 100000, 1000000
0.723, 100000, 1000000
0.738, 100000, 1000000
0.759, 100000, 1000000
0.756, 100000, 1000000
0.719, 100000, 1000000
0.751, 100000, 1000000
0.752, 100000, 10000000
0.729, 100000, 10000000
0.724, 100000, 10000000
0.736, 100000, 10000000
0.743, 100000, 10000000
0.731, 100000, 10000000
0.747, 100000, 10000000
0.752, 100000, 10000000
0.723, 100000, 10000000
0.75, 100000, 10000000
0.467, 100000, 10
0.458, 100000, 10
0.442, 100000, 10
0.448, 100000, 10
0.466, 100000, 10
0.451, 100000, 10
0.469, 100000, 10
0.491, 100000, 10
0.444, 100000, 10
0.459, 100000, 10
0.72, 100000, 100
0.749, 100000, 100
0.767, 100000, 100
0.724, 100000, 100
0.725, 100000, 100
0.731, 100000, 100
0.732, 100000, 100
0.734, 100000, 100
0.753, 100000, 100
0.739, 100000, 100
0.744, 100000, 1000
0.748, 100000, 1000
0.736, 100000, 1000
0.735, 100000, 1000
0.738, 100000, 1000
0.744, 100000, 1000
0.743, 100000, 1000
0.729, 100000, 1000
0.753, 100000, 1000
0.759, 100000, 1000
0.725, 100000, 10000
0.722, 100000, 10000
0.725, 100000, 10000
0.736, 100000, 10000
0.712, 100000, 10000
0.772, 100000, 10000
0.758, 100000, 10000
0.741, 100000, 10000
0.718, 100000, 10000
0.74, 100000, 10000
0.732, 100000, 100000
0.747, 100000, 100000
0.753, 100000, 100000
0.754, 100000, 100000
0.699, 100000, 100000
0.739, 100000, 100000
0.734, 100000, 100000
0.724, 100000, 100000
0.751, 100000, 100000
0.758, 100000, 100000
0.744, 100000, 1000000
0.743, 100000, 1000000
0.736, 100000, 1000000
0.741, 100000, 1000000
0.725, 100000, 1000000
0.745, 100000, 1000000
0.772, 100000, 1000000
0.757, 100000, 1000000
0.74, 100000, 1000000
0.743, 100000, 1000000
0.749, 100000, 10000000
0.75, 100000, 10000000
0.728, 100000, 10000000
0.741, 100000, 10000000
0.726, 100000, 10000000
0.745, 100000, 10000000
0.76, 100000, 10000000
0.753, 100000, 10000000
0.769, 100000, 10000000
0.733, 100000, 10000000
0.421, 1000000, 10
0.463, 1000000, 10
0.468, 1000000, 10
0.421, 1000000, 10
0.417, 1000000, 10
0.447, 1000000, 10
0.473, 1000000, 10
0.452, 1000000, 10
0.427, 1000000, 10
0.433, 1000000, 10
0.755, 1000000, 100
0.755, 1000000, 100
0.709, 1000000, 100
0.742, 1000000, 100
0.729, 1000000, 100
0.728, 1000000, 100
0.756, 1000000, 100
0.754, 1000000, 100
0.732, 1000000, 100
0.745, 1000000, 100
0.745, 1000000, 1000
0.744, 1000000, 1000
0.759, 1000000, 1000
0.764, 1000000, 1000
0.756, 1000000, 1000
0.764, 1000000, 1000
0.735, 1000000, 1000
0.732, 1000000, 1000
0.738, 1000000, 1000
0.733, 1000000, 1000
0.718, 1000000, 10000
0.733, 1000000, 10000
0.728, 1000000, 10000
0.746, 1000000, 10000
0.732, 1000000, 10000
0.739, 1000000, 10000
0.744, 1000000, 10000
0.721, 1000000, 10000
0.73, 1000000, 10000
0.72, 1000000, 10000
0.754, 1000000, 100000
0.744, 1000000, 100000
0.71, 1000000, 100000
0.759, 1000000, 100000
0.732, 1000000, 100000
0.729, 1000000, 100000
0.744, 1000000, 100000
0.729, 1000000, 100000
0.71, 1000000, 100000
0.762, 1000000, 100000
0.741, 1000000, 1000000
0.732, 1000000, 1000000
0.731, 1000000, 1000000
0.756, 1000000, 1000000
0.746, 1000000, 1000000
0.736, 1000000, 1000000
0.729, 1000000, 1000000
0.753, 1000000, 1000000
0.741, 1000000, 1000000
0.746, 1000000, 1000000
0.738, 1000000, 10000000
0.736, 1000000, 10000000
0.725, 1000000, 10000000
0.748, 1000000, 10000000
0.729, 1000000, 10000000
0.716, 1000000, 10000000
0.748, 1000000, 10000000
0.749, 1000000, 10000000
0.742, 1000000, 10000000
0.728, 1000000, 10000000
0.436, 1000000, 10
0.448, 1000000, 10
0.442, 1000000, 10
0.473, 1000000, 10
0.454, 1000000, 10
0.423, 1000000, 10
0.456, 1000000, 10
0.455, 1000000, 10
0.453, 1000000, 10
0.444, 1000000, 10
0.737, 1000000, 100
0.739, 1000000, 100
0.728, 1000000, 100
0.758, 1000000, 100
0.734, 1000000, 100
0.738, 1000000, 100
